id,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
90,1518,16,RL,6662,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,7,1971,2009,Gable,VinylSd,HdBoard,TA,CBlock,964,0,1048,TA,Y,SBrkr,1106,0,1140,0,1,0,2,0,TA,4,0,1,566,Y,50,0,9,2007,WD ,Normal,132219
91,1843,47,RM,861,Reg,Lvl,Inside,OldTown,1Fam,1Story,2,4,1912,1950,Gable,MetalSd,MetalSd,TA,BrkTil,571,1008,1034,TA,N,SBrkr,977,0,1051,0,1,0,2,0,TA,3,0,0,378,N,0,0,6,2007,WD ,Normal,127929
92,97,53,RL,10189,Reg,Lvl,Inside,Edwards,1Fam,2Story,4,5,1979,2003,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,174,943,Ex,Y,SBrkr,1209,861,1858,0,2,0,2,0,TA,6,0,1,376,Y,36,0,1,2010,WD ,Normal,177584
93,258,63,RL,13110,Reg,Lvl,Corner,Gilbert,1Fam,2Story,5,5,2002,2004,Gable,VinylSd,VinylSd,Gd,PConc,0,1178,1194,Ex,Y,SBrkr,1528,1617,2643,0,2,0,2,0,Gd,6,0,0,1068,Y,43,11,5,2009,New,Normal,236978
94,2053,56,RL,6815,IR1,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2000,2006,Gable,VinylSd,VinylSd,Gd,PConc,1059,479,1786,Gd,Y,SBrkr,1552,1603,2609,0,2,0,3,0,Gd,6,0,2,1106,Y,38,12,7,2007,New,Partial,363739
95,2554,53,RL,8858,IR1,Lvl,Inside,NAmes,1Fam,2Story,3,5,2009,2003,Gable,VinylSd,VinylSd,Gd,PConc,0,912,905,Ex,Y,SBrkr,1185,1052,1870,0,2,0,2,0,Gd,6,0,1,561,Y,0,70,6,2006,WD ,Normal,291242
96,2664,56,RL,11879,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2004,2005,Gable,VinylSd,VinylSd,Gd,PConc,1043,393,1350,Ex,Y,SBrkr,1135,1115,2529,0,2,0,2,0,Gd,6,0,1,1106,Y,185,51,7,2006,New,Partial,278341
97,737,54,RL,8767,Reg,Lvl,Inside,NAmes,1Fam,2Story,5,6,1977,1950,Gable,Plywood,Plywood,TA,CBlock,713,638,794,TA,Y,FuseA,1216,889,1802,0,1,0,1,0,TA,6,0,1,564,Y,0,12,6,2009,WD ,Normal,122040
98,2224,17,RL,10402,IR1,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2011,2008,Hip,VinylSd,VinylSd,Gd,PConc,1709,379,1858,Ex,Y,SBrkr,1979,0,1833,0,2,0,2,0,Gd,6,0,2,1104,Y,31,12,6,2009,WD ,Normal,288021
99,2036,54,RL,6862,Reg,Lvl,Inside,NoRidge,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,Gd,CBlock,979,212,1281,Ex,Y,SBrkr,1201,1065,2519,0,1,0,3,0,Gd,6,0,0,1104,Y,0,53,7,2007,WD ,Normal,246192
100,832,18,RL,7487,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1955,1973,Hip,Wd Sdng,Wd Sdng,TA,CBlock,415,165,230,Gd,Y,SBrkr,1157,0,1784,0,2,0,1,0,TA,5,0,1,567,Y,0,0,9,2009,WD ,Normal,107089
101,1448,56,RL,11955,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1979,1968,Gable,MetalSd,MetalSd,TA,CBlock,484,250,1044,TA,Y,SBrkr,993,893,1748,0,2,0,2,0,TA,6,0,1,555,Y,30,9,12,2008,WD ,Normal,147644
102,767,56,RL,12019,Reg,Lvl,Inside,NoRidge,1Fam,2Story,7,5,2009,2005,Gable,VinylSd,VinylSd,Gd,PConc,0,905,1343,Ex,Y,SBrkr,1147,1527,2617,0,2,0,3,0,Gd,6,0,1,706,Y,36,9,7,2009,WD ,Normal,280649
103,55,18,RL,884,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1959,1985,Gable,Wd Sdng,Wd Sdng,TA,CBlock,1072,521,860,Ex,Y,SBrkr,1549,0,1062,0,1,0,1,0,TA,4,0,0,1107,Y,0,0,6,2010,WD ,Normal,168969
104,2609,55,RL,8113,Reg,Lvl,Inside,CollgCr,1Fam,2Story,5,5,2010,2006,Gable,VinylSd,VinylSd,Gd,PConc,0,921,906,Ex,Y,SBrkr,1159,1078,1880,0,2,0,2,0,Gd,6,0,1,707,Y,119,0,11,2006,WD ,Normal,212317
105,1781,56,RL,8410,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,5,1999,1950,Gable,MetalSd,MetalSd,TA,BrkTil,0,106,943,TA,Y,SBrkr,1159,0,1118,0,2,0,3,0,TA,3,0,0,378,Y,0,0,5,2007,WD ,Normal,115944
106,2164,18,RL,7151,Reg,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2011,2009,Gable,VinylSd,VinylSd,Ex,PConc,1767,600,1931,Ex,Y,SBrkr,1977,0,2275,0,2,0,2,0,Ex,6,0,2,1106,Y,33,59,7,2007,New,Partial,418859
107,778,18,RL,9241,Reg,Lvl,Inside,Sawyer,1Fam,1Story,4,7,1984,1983,Gable,HdBoard,HdBoard,TA,CBlock,552,692,899,TA,Y,SBrkr,1336,0,1342,0,1,0,1,0,TA,4,0,0,378,Y,0,18,5,2009,WD ,Normal,197694
108,292,56,RL,9751,Reg,Lvl,Inside,NAmes,1Fam,2Story,7,5,2000,2003,Gable,VinylSd,VinylSd,Gd,PConc,548,520,1371,Ex,Y,SBrkr,1183,1620,2555,0,2,0,2,0,Gd,6,0,1,707,Y,0,11,5,2009,WD ,Normal,270614
109,1533,153,RL,917,IR1,Lvl,Inside,NAmes,Twnhs,SLvl,5,5,2005,2001,Gable,Wd Sdng,CmentBd,TA,CBlock,601,624,721,Ex,Y,SBrkr,1025,864,1842,0,2,0,2,0,TA,5,0,1,565,Y,0,53,9,2009,WD ,Normal,114933
110,1859,44,RL,9757,IR1,Lvl,Inside,SawyerW,1Fam,1.5Fin,5,9,1915,1950,Gable,Wd Sdng,Wd Sdng,TA,CBlock,621,552,930,TA,Y,SBrkr,1137,742,1826,0,1,0,3,0,TA,6,0,0,372,Y,0,0,6,2007,WD ,Normal,126405
111,578,44,RL,6127,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,7,1918,1950,Gable,Wd Sdng,AsbShng,TA,BrkTil,0,803,719,TA,Y,SBrkr,640,677,1276,0,1,0,1,0,TA,6,0,0,378,Y,0,0,11,2009,WD ,Normal,119011
112,465,17,RL,6916,Reg,Lvl,Corner,NridgHt,1Fam,1Story,7,5,2009,2009,Hip,VinylSd,VinylSd,Gd,PConc,144,1422,1700,Ex,Y,SBrkr,1868,0,1696,0,2,0,1,0,Gd,6,0,2,1106,Y,0,25,6,2009,WD ,Normal,286690
113,898,54,RL,9848,IR1,Lvl,Inside,NoRidge,1Fam,2Story,7,5,2002,2007,Gable,VinylSd,VinylSd,Gd,PConc,1036,572,1808,Ex,Y,SBrkr,1546,1619,2610,0,2,0,3,0,Gd,6,0,2,1106,Y,40,113,7,2009,WD ,Normal,375550
114,884,56,RL,7223,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2011,2006,Gable,VinylSd,VinylSd,Gd,PConc,0,788,971,Ex,Y,SBrkr,771,1087,1809,0,2,0,2,0,Gd,6,0,1,566,Y,32,9,1,2009,WD ,Normal,203741
115,2749,158,RL,7662,IR1,Lvl,Corner,SawyerW,1Fam,SLvl,5,5,2001,2001,Gable,Wd Sdng,Wd Sdng,TA,CBlock,505,579,655,TA,Y,SBrkr,856,658,1253,0,1,0,2,0,TA,6,0,1,560,Y,53,0,4,2008,WD ,Normal,85234
116,1547,18,RL,10037,IR1,Lvl,Inside,Timber,1Fam,1Story,4,7,1979,1984,Gable,HdBoard,HdBoard,TA,CBlock,1565,159,1363,TA,Y,SBrkr,1899,0,1801,0,2,0,2,0,TA,5,0,1,705,Y,286,9,4,2008,WD ,Normal,201595
117,1424,52,RL,7562,Reg,Lvl,Inside,CollgCr,1Fam,2Story,4,4,1967,2003,Gable,Plywood,Plywood,TA,CBlock,918,595,1045,TA,Y,SBrkr,1488,0,1389,0,2,0,2,0,Gd,4,0,0,566,Y,46,9,10,2008,WD ,Normal,139507
118,2685,17,RL,10226,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,1696,1411,1906,Ex,Y,SBrkr,1977,0,1714,0,2,0,2,0,Ex,6,0,2,1106,Y,128,73,9,2006,New,Partial,427392
119,2821,76,RL,10502,IR1,Lvl,Corner,MeadowV,1Fam,SLvl,7,5,1985,1997,Gable,HdBoard,HdBoard,Gd,CBlock,412,646,837,TA,Y,SBrkr,1929,859,2582,0,2,0,2,0,Gd,4,0,1,566,Y,0,57,8,2006,WD ,Normal,157988
120,2755,155,RM,5159,IR1,Lvl,Inside,BrDale,Twnhs,SLvl,4,5,1977,2002,Gable,MetalSd,MetalSd,TA,CBlock,394,255,651,TA,Y,SBrkr,595,845,1199,0,1,0,2,0,TA,4,0,1,552,Y,0,0,3,2006,WD ,Normal,122793
121,2004,119,RL,8138,Reg,Lvl,Inside,MeadowV,TwnhsE,2Story,4,5,1974,1997,Gable,CemntBd,CmentBd,TA,CBlock,0,587,870,TA,Y,SBrkr,886,869,1844,0,2,0,1,0,TA,4,0,1,552,Y,42,0,8,2007,WD ,Normal,105463
122,65,17,RL,9973,Reg,Lvl,Inside,Gilbert,1Fam,1Story,7,5,2009,2008,Gable,VinylSd,VinylSd,Gd,PConc,0,1383,1891,Ex,Y,SBrkr,1966,0,1761,0,2,0,2,0,Gd,5,0,1,561,Y,31,69,4,2009,WD ,Normal,202962
123,2178,18,RL,12414,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2011,2007,Gable,VinylSd,VinylSd,Gd,PConc,976,842,1338,Ex,Y,SBrkr,1490,0,1408,0,2,0,2,0,Gd,5,0,0,1089,Y,0,0,2,2007,WD ,Normal,213436
124,611,20,RL,943,Reg,Lvl,Inside,Blmngtn,1Fam,1Story,3,7,1960,1972,Gable,MetalSd,MetalSd,TA,CBlock,0,279,395,TA,Y,SBrkr,1146,0,1061,0,1,0,1,0,TA,3,0,0,0,Y,0,0,7,2009,WD ,Normal,98182
125,723,80,RL,8183,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1966,1963,Hip,Wd Sdng,Wd Sdng,TA,CBlock,1042,215,1385,Ex,Y,SBrkr,1525,0,1449,0,1,0,2,0,TA,5,1,0,566,Y,0,0,9,2009,WD ,Normal,204044
126,47,158,RL,6588,Reg,Lvl,Inside,Edwards,TwnhsE,SLvl,6,6,1953,2001,Gable,VinylSd,VinylSd,TA,CBlock,161,235,902,Gd,Y,SBrkr,676,573,1525,0,1,0,1,0,TA,5,0,1,557,Y,0,10,4,2010,WD ,Normal,128386
127,1635,119,RL,2065,Reg,Lvl,Inside,CollgCr,TwnhsE,1Story,6,5,2007,2003,Gable,VinylSd,VinylSd,Gd,PConc,1115,438,1201,Ex,Y,SBrkr,1165,0,1132,0,2,0,2,0,Ex,5,0,1,707,Y,124,16,11,2008,WD ,Normal,272867
128,75,18,RL,6838,IR1,Lvl,CulDSac,NAmes,1Fam,1Story,7,7,2004,2006,Gable,Plywood,Plywood,TA,PConc,0,1833,1762,Gd,Y,SBrkr,1937,0,1764,0,2,0,1,0,Gd,6,0,1,707,Y,34,13,2,2010,WD ,Normal,285036
129,928,17,RL,6454,IR1,Lvl,Inside,Sawyer,1Fam,1Story,4,7,1983,1986,Gable,Wd Sdng,Wd Sdng,TA,CBlock,669,548,700,Gd,Y,SBrkr,1157,0,1002,0,1,0,2,0,TA,4,0,0,0,Y,35,0,7,2009,WD ,Normal,147962
130,1200,53,FV,7208,IR1,Lvl,Inside,Somerst,1Fam,2Story,5,5,2010,1986,Gable,HdBoard,VinylSd,Gd,PConc,1061,297,1280,Ex,Y,SBrkr,1151,1098,1723,0,2,0,2,0,Gd,6,0,1,566,Y,0,52,6,2008,WD ,Normal,262739
131,1859,52,RL,8891,Reg,Lvl,FR2,NAmes,1Fam,1Story,4,5,2004,2004,Gable,VinylSd,VinylSd,TA,PConc,1054,441,1335,Ex,Y,SBrkr,1542,0,1210,0,2,0,3,0,Gd,5,0,1,707,Y,0,0,5,2007,WD ,Normal,174902
132,2602,19,RL,6270,Reg,Lvl,Inside,CollgCr,1Fam,1Story,2,5,2002,2005,Gable,VinylSd,VinylSd,Gd,PConc,176,1398,1422,Ex,Y,SBrkr,1982,0,1800,0,2,0,1,0,Gd,5,0,1,708,Y,37,14,8,2006,WD ,Normal,238729
133,187,17,RL,20253,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2011,2009,Hip,VinylSd,VinylSd,Ex,PConc,1771,561,3121,Ex,Y,SBrkr,3283,0,2505,0,2,0,1,0,Ex,5,1,2,1104,Y,124,15,6,2009,WD ,Normal,427740
134,251,17,RL,9643,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2010,1999,Gable,VinylSd,VinylSd,TA,PConc,360,1828,1951,Ex,Y,SBrkr,1914,0,1747,0,2,0,2,0,Gd,5,0,1,566,Y,0,11,1,2010,WD ,Normal,191522
135,2142,58,RL,9328,Reg,Lvl,Inside,Blmngtn,1Fam,1Story,2,4,2010,1950,Gable,VinylSd,VinylSd,Gd,PConc,0,1331,1871,Ex,Y,SBrkr,1485,1065,2563,0,2,0,3,1,Gd,6,0,1,707,Y,0,9,10,2007,New,Partial,141386
136,791,170,RL,10248,Reg,Lvl,Corner,OldTown,1Fam,SFoyer,4,5,1979,2004,Gable,VinylSd,CmentBd,TA,CBlock,515,213,905,TA,Y,SBrkr,1089,0,1045,0,1,0,1,0,TA,4,0,0,565,Y,33,0,11,2009,WD ,Normal,86501
137,1398,18,RL,8515,Reg,Lvl,Corner,NridgHt,1Fam,1Story,4,6,1985,2006,Gable,Plywood,Plywood,Gd,CBlock,0,1544,1690,Gd,Y,SBrkr,1966,0,1818,0,2,0,2,0,Gd,6,0,1,566,Y,44,18,2,2007,WD ,Normal,194648
138,1888,24,RL,9459,IR1,Lvl,Corner,Gilbert,1Fam,1Story,5,5,1982,1950,Gable,HdBoard,HdBoard,TA,CBlock,0,1352,1565,Gd,Y,SBrkr,1887,0,1776,0,2,0,1,0,TA,5,0,1,539,Y,32,12,2,2007,WD ,Normal,168829
139,2645,156,RM,6286,Reg,Lvl,Inside,MeadowV,Twnhs,2Story,5,5,1979,1982,Gable,Plywood,Wd Sdng,TA,CBlock,0,598,671,TA,Y,SBrkr,934,881,1194,0,1,0,2,0,TA,4,0,0,565,Y,0,0,7,2006,WD ,Normal,99951
140,315,55,RL,6431,Reg,Lvl,Inside,Somerst,1Fam,2Story,6,5,1982,1986,Gable,HdBoard,HdBoard,Gd,PConc,0,915,988,Gd,Y,SBrkr,965,874,1771,0,2,0,2,0,Gd,6,0,1,566,Y,116,51,6,2009,WD ,Normal,209533
141,2793,56,RL,9862,IR1,Lvl,Inside,CollgCr,1Fam,2Story,5,7,2000,2004,Gable,Wd Sdng,Wd Sdng,TA,CBlock,570,551,908,TA,Y,SBrkr,1167,865,1847,0,1,0,2,0,TA,5,0,1,566,Y,0,10,5,2006,WD ,Normal,197612
142,1821,54,RM,1012,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,4,1952,1950,Gable,MetalSd,Plywood,TA,CBlock,0,912,1017,TA,Y,SBrkr,1467,0,1462,0,1,0,2,0,TA,6,1,0,378,Y,0,53,3,2007,WD ,Normal,150730
143,2526,19,RL,8953,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1958,1974,Gable,Wd Sdng,Wd Sdng,TA,CBlock,0,1471,1909,Gd,Y,SBrkr,1983,0,1885,0,1,0,4,0,TA,6,0,0,566,Y,0,56,2,2006,WD ,Normal,203538
144,268,19,RL,6686,IR1,Lvl,Inside,NWAmes,1Fam,1Story,7,5,2004,1966,Hip,HdBoard,MetalSd,TA,CBlock,58,1641,1506,Ex,Y,SBrkr,1421,0,1769,0,2,0,2,0,TA,5,0,1,1107,Y,0,0,2,2009,WD ,Normal,138978
145,2713,17,RL,7174,IR1,Lvl,CulDSac,Sawyer,1Fam,1Story,4,5,1965,1987,Gable,HdBoard,Plywood,TA,CBlock,1110,317,1279,TA,Y,SBrkr,1141,0,1156,0,1,0,2,0,TA,5,0,0,377,Y,0,0,2,2006,WD ,Normal,148399
146,1564,55,RL,7951,IR1,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2011,2008,Gable,VinylSd,MetalSd,Gd,PConc,0,913,975,Ex,Y,SBrkr,1109,1102,1823,0,2,0,2,0,Gd,6,0,1,707,Y,114,9,7,2008,New,Partial,284560
147,200,17,RL,10934,Reg,Lvl,Inside,NWAmes,1Fam,1Story,6,5,2010,2007,Gable,VinylSd,Plywood,Gd,PConc,1595,382,1113,Ex,Y,SBrkr,1998,0,1518,0,2,0,2,0,Gd,5,0,0,557,Y,123,0,3,2009,WD ,Normal,199425
148,1790,17,RL,2057,Reg,Lvl,Inside,Edwards,1Fam,1Story,4,7,1962,1950,Gable,MetalSd,MetalSd,TA,CBlock,0,192,918,Ex,Y,SBrkr,1193,0,1012,0,1,0,1,0,TA,4,0,0,378,Y,0,0,6,2007,WD ,Normal,114705
149,828,54,RL,6691,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1963,1970,Gable,HdBoard,Plywood,TA,CBlock,1114,68,1176,TA,Y,SBrkr,1505,0,1468,0,2,0,3,0,Ex,5,0,0,376,Y,31,12,11,2009,WD ,Normal,152448
150,1273,45,RM,8012,Reg,Lvl,Inside,NridgHt,1Fam,1.5Fin,2,7,1931,2003,Gable,MetalSd,MetalSd,Gd,BrkTil,0,967,1420,Gd,Y,SBrkr,1203,675,2208,0,1,0,2,0,Gd,7,0,1,1094,Y,0,0,2,2008,WD ,Normal,161683
151,2544,44,RL,8018,Reg,Lvl,Corner,BrkSide,1Fam,1.5Fin,4,7,1927,1950,Gable,VinylSd,Wd Sdng,TA,PConc,1697,248,945,Ex,Y,SBrkr,1173,596,1728,0,1,0,2,0,Gd,6,0,0,376,Y,232,0,8,2006,WD ,Normal,170435
152,266,17,RL,6617,IR1,Lvl,CulDSac,NWAmes,1Fam,1Story,6,5,2004,1995,Gable,VinylSd,Plywood,Gd,PConc,529,129,1822,Ex,Y,SBrkr,1844,0,1139,0,2,0,2,0,Gd,4,0,1,565,Y,31,13,7,2009,WD ,Normal,148372
153,2628,53,RL,9734,Reg,Lvl,Inside,Sawyer,1Fam,2Story,5,5,1946,2004,Gable,Wd Sdng,Wd Sdng,TA,PConc,491,612,1008,Ex,Y,SBrkr,1205,881,1851,0,1,0,2,0,TA,6,0,1,705,Y,31,22,3,2006,WD ,Normal,186488
154,2587,55,FV,2378,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,6,2004,2005,Gable,VinylSd,VinylSd,TA,PConc,419,545,949,Ex,Y,SBrkr,990,0,1070,0,2,0,2,0,TA,6,0,1,566,Y,45,69,4,2009,WD ,Normal,191483
155,1394,19,RL,7597,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,4,1954,2005,Gable,Wd Sdng,HdBoard,TA,CBlock,1119,18,1028,TA,Y,SBrkr,1182,0,1153,0,1,0,2,0,TA,4,0,1,566,Y,0,0,6,2007,WD ,Normal,113955
156,804,78,RL,6503,Reg,Lvl,Inside,NridgHt,1Fam,SLvl,5,5,2006,2008,Gable,HdBoard,HdBoard,TA,CBlock,1673,523,1407,Gd,Y,SBrkr,2002,0,1818,0,1,0,2,0,TA,6,0,0,1106,Y,0,12,6,2009,WD ,Normal,196531
157,638,17,RL,957,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,6,1965,1975,Hip,HdBoard,HdBoard,TA,CBlock,280,437,1361,TA,Y,SBrkr,1464,0,1358,0,1,0,2,0,TA,5,0,0,376,Y,0,0,1,2009,New,Normal,203488
158,2124,18,RL,6726,Reg,Lvl,Inside,CollgCr,1Fam,1Story,6,5,2009,2008,Gable,VinylSd,VinylSd,Gd,PConc,247,1761,1821,Ex,Y,SBrkr,1449,0,1443,0,2,0,1,0,Gd,5,0,2,708,Y,119,12,9,2007,New,Partial,205819
159,547,54,RL,7787,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2011,2009,Hip,VinylSd,VinylSd,TA,PConc,686,635,1056,Ex,Y,SBrkr,1181,1121,2378,0,2,0,2,0,Ex,6,0,2,1095,Y,119,9,7,2008,WD ,Normal,409369
160,2703,56,RL,10884,IR1,Lvl,Inside,NAmes,1Fam,2Story,6,5,2007,2009,Gable,VinylSd,VinylSd,Gd,PConc,1022,459,1073,Ex,Y,SBrkr,1147,1120,1876,0,2,0,2,0,Gd,6,0,2,1106,Y,41,69,8,2006,New,Partial,279652
161,1367,45,RL,9245,IR1,Lvl,Corner,Timber,1Fam,1.5Fin,6,7,1930,2009,Gable,VinylSd,VinylSd,TA,PConc,613,836,1148,Ex,Y,SBrkr,1194,697,1725,0,1,0,2,0,TA,6,0,0,369,Y,30,58,6,2007,WD ,Normal,152680
162,329,54,RL,12703,Reg,Lvl,Inside,NAmes,1Fam,2Story,7,5,2005,1985,Gable,Plywood,Plywood,Gd,CBlock,0,988,991,Ex,Y,SBrkr,1190,1117,2458,0,1,0,2,0,Gd,6,0,1,566,Y,39,12,10,2009,WD ,Normal,288927
163,2545,18,RL,7187,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1964,1973,Gable,VinylSd,HdBoard,TA,CBlock,387,213,1047,TA,Y,SBrkr,1140,0,1159,0,1,0,2,0,TA,5,0,0,378,Y,0,0,5,2006,WD ,Normal,138956
164,66,17,RL,7230,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,7,2011,2009,Gable,VinylSd,VinylSd,TA,CBlock,576,777,1356,Ex,Y,SBrkr,1508,0,1361,0,2,0,2,0,TA,5,0,1,378,Y,0,66,10,2009,WD ,Normal,212826
165,243,18,RL,6371,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,6,1963,1973,Hip,Wd Sdng,Wd Sdng,TA,CBlock,1074,0,1360,Ex,Y,SBrkr,1456,0,1448,0,1,0,2,0,TA,5,0,0,566,Y,0,0,6,2010,WD ,Normal,147366
166,1614,56,RL,10928,Reg,Lvl,Inside,NridgHt,1Fam,2Story,7,5,2010,2009,Gable,VinylSd,VinylSd,Gd,PConc,0,582,1845,Ex,Y,SBrkr,1544,1546,2590,0,2,0,3,0,Gd,6,0,2,1099,Y,38,10,2,2007,New,Partial,412844
167,651,119,RM,833,Reg,Lvl,Inside,NAmes,Twnhs,SFoyer,5,6,1961,1966,Gable,Wd Sdng,Wd Sdng,TA,CBlock,1107,182,1174,TA,Y,SBrkr,1162,0,1150,0,1,0,2,0,TA,4,0,0,378,Y,0,0,7,2009,WD ,Normal,112608
168,1415,17,RL,10725,Reg,Lvl,Inside,CollgCr,1Fam,1Story,4,5,1983,2005,Hip,HdBoard,HdBoard,TA,CBlock,427,258,1088,Ex,Y,SBrkr,1402,0,1080,0,2,0,2,0,TA,5,0,1,566,Y,0,10,7,2008,WD ,Normal,202159
169,1544,56,RL,10419,IR1,Lvl,Corner,Timber,1Fam,2Story,7,5,2001,2005,Gable,VinylSd,VinylSd,Gd,PConc,1088,539,1848,Gd,Y,SBrkr,2016,1649,3585,0,2,0,3,0,Gd,7,0,2,1073,Y,36,14,6,2007,WD ,Normal,368089
170,750,18,RL,8595,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1979,1985,Gable,MetalSd,MetalSd,TA,CBlock,641,122,1292,TA,Y,SBrkr,1176,0,1068,0,1,0,2,0,TA,6,0,0,378,Y,0,0,10,2009,WD ,Normal,115192
171,1987,45,RL,11347,Reg,Lvl,Corner,Sawyer,Duplex,SFoyer,4,9,1979,2005,Gable,Wd Sdng,Wd Sdng,TA,BrkTil,553,0,1078,Ex,Y,SBrkr,973,704,1154,0,1,0,2,0,TA,6,0,1,566,Y,0,0,11,2007,WD ,Normal,125088
172,2551,55,RM,1101,Reg,Lvl,Inside,Crawfor,1Fam,1.5Fin,3,4,1925,1949,Gable,Wd Sdng,Wd Sdng,TA,CBlock,529,642,729,TA,Y,SBrkr,1022,673,1210,0,1,0,1,0,TA,5,0,0,378,Y,0,0,9,2006,WD ,Normal,114398
173,891,85,RL,10061,Reg,Lvl,Inside,Edwards,Duplex,1Story,3,5,1952,1973,Gable,HdBoard,Wd Sdng,TA,CBlock,0,0,416,Gd,Y,SBrkr,1524,0,1481,0,1,0,1,0,TA,5,0,1,566,Y,0,110,10,2008,WD ,Normal,76784
174,1590,54,RL,7581,Reg,Lvl,Inside,NridgHt,1Fam,2Story,7,5,2010,2009,Gable,VinylSd,VinylSd,Gd,PConc,1015,620,1789,Ex,Y,SBrkr,1546,1556,2560,0,2,0,3,0,Gd,6,0,2,1100,Y,49,11,4,2007,New,Partial,423146
175,2672,18,RL,1364,IR1,Lvl,Inside,Edwards,1Fam,1Story,3,5,1959,1960,Gable,HdBoard,MetalSd,Gd,CBlock,596,983,963,TA,Y,SBrkr,1865,0,1646,0,1,0,1,0,Gd,4,1,0,372,Y,0,18,5,2006,WD ,Normal,163107
176,1141,52,RL,6553,Reg,Lvl,Inside,StoneBr,1Fam,1Story,4,5,1952,2009,Gable,HdBoard,HdBoard,TA,CBlock,0,112,407,Gd,Y,SBrkr,1187,0,1174,0,1,0,2,0,TA,4,0,1,507,Y,31,13,6,2008,WD ,Normal,112390
177,1007,157,RL,6048,IR1,Lvl,Corner,Gilbert,TwnhsE,SLvl,7,5,1974,2002,Gable,MetalSd,MetalSd,TA,PConc,679,590,944,TA,Y,SBrkr,967,0,1194,0,2,0,2,0,TA,5,0,1,565,Y,33,0,7,2008,WD ,Normal,118610
178,805,17,RL,6530,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,7,1955,1972,Gable,MetalSd,MetalSd,TA,CBlock,0,142,1040,TA,Y,SBrkr,1114,0,999,0,1,0,1,0,TA,4,0,0,378,Y,34,0,12,2007,WD ,Normal,110891
179,1137,119,RL,6662,IR1,Lvl,Inside,CollgCr,TwnhsE,1Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,1112,596,1615,Ex,Y,SBrkr,1917,0,1857,0,2,0,1,0,Gd,6,0,1,708,Y,63,36,7,2008,WD ,Normal,276122
180,18,53,RL,6617,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1994,2004,Gable,VinylSd,VinylSd,TA,PConc,172,1385,1222,Ex,Y,SBrkr,1505,0,1419,0,2,0,2,0,Gd,5,0,1,707,Y,35,10,6,2010,WD ,Normal,203422
181,1242,44,RM,1616,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,4,7,1929,2002,Gable,Wd Sdng,Wd Sdng,Gd,BrkTil,0,908,998,Ex,Y,FuseA,1142,626,1816,0,1,0,2,0,Gd,6,0,0,376,Y,0,47,7,2008,WD ,Normal,159065
